restaurant_name,rating,price_for_one,cuisine,item_name,description,price
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Mix Veg Raita,,₹169
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Pineapple Raita,"Sweet, tangy pineapple mingles with the creamy scent of yogurt, creating a delightful ... read more",₹169
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Pineapple Raita,,₹169
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Protein Salad,fresh herbs and tangy lemon fills the air as the Protein Salad is ... read more,₹199
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Protein Salad,,₹199
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Russian Salad,"Creamy mayonnaise, mixed with the vibrant colors of fresh vegetables, fills the air",₹199
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Russian Salad,,₹199
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Gulab Jamun,rose syrup fills the air as the golden-brown Gulab Jamuns are soaked in ... read more,₹59
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Gulab Jamun,,₹59
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Moong Dal Halwa,"roasted moong dal, simmering milk, and toasted nuts fills the air as the ... read more",₹129
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Moong Dal Halwa,,₹129
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Rasmalai,"saffron milk fills the air as the soft, pillowy Rasmalai soak up the ... read more",₹99
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Rasmalai,,₹99
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Rava Kesari,"A traditional sweet dish, made with semolina, sugar, ghee, and dry fruits. It ... read more",₹119
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Rava Kesari,,₹119
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Sponge Rasgulla,"rose syrup fills the air as the soft, spongy Rasgullas soak up the ... read more",₹59
The Buffet Bros.,3.6,₹150 for one,"North Indian, Chinese",Sponge Rasgulla,,₹59
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Combo,Detect current location,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Combo,Order Online/,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mixed Sauce Maggi with Pasta,Exclusive on our restaurant and our chef's speciality.,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mixed Sauce Maggi with Pasta,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Potato,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Honey Chilli Potato,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Dahi Kebab,Served with mint and chilli flavour chutney with and curd filling.,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Dahi Kebab,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Mushroom,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Chaap,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mushroom Duplex,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Paneer,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Lollipop Chaap,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Malai Chaap,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Chaap Tandoori,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Afghani Chaap,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Achari Chaap,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Tandoori Paneer Tikka,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Malai Tandoori Paneer Tikka,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Afghani Tandoori Paneer Tikka,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Malai Tandoori Mushroom,,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Tandoori Mushroom,,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Dry Manchurian,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Manchurian,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Manchurian,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Manchurian Gravy,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",American Chopsuey,Noodles,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",American Chopsuey,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Veg Noodles,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Hakka Noodles,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Garlic Noodles,Spicy vegetable noodles.,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Chilli Garlic Noodles,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Singapuri Noodles,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Noodles,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Schezwan Noodles,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Fried Rice,Fried Rice,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Fried Rice,Delicious fried rice with veggie.,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Fried Rice,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Garlic Fried Rice,Served with different veggies and bit spicy.,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Garlic Fried Rice,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mushroom Fried Rice,Served with mushroom and veggies.,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mushroom Fried Rice,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Fried Rice,Served with veggies and paneer.,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Fried Rice,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Onion Pizza,Pizza,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Onion Pizza,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Capsicum Pizza,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Veggie Pizza,,₹170
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Golden Corn Pizza,,₹170
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Margherita Pizza,,₹170
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Paneer and Onion Pizza [Medium, 8 inches]",,₹270
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Peppy Paneer Pizza [Medium, 8 inches]",,₹270
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Cheese and Corn Pizza [Medium, 8 inches]",,₹270
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Farm House Pizza [Medium, 8 inches]",,₹295
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Indian Tandoori Pizza [Medium, 8 inches]",,₹295
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Heart Pizza [Medium, 8 inches]",,₹310
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Paneer Tikka Pizza [Medium, 8 inches]",,₹310
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Cheese Burst Pizza [Medium, 8 inches]",Fully loaded by ches,₹350
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese","Cheese Burst Pizza [Medium, 8 inches]",,₹350
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Pasta with Chinese Style,Pasta,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Pasta with Chinese Style,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",White Sauce Pasta,,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Red Sauce Pasta,,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Alfredo Pasta,,₹215
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Cheese Baked Tandoori Pasta,,₹225
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mixed Veg Macaroni,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Cheese Macaroni,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Nutri Makhani Burger,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Veg Burger,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mac D Burger,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Tandoori Burger,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Cheese Crispy Burger,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Maharaja Burger,[Veg preparation],₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Maharaja Burger,,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Special Kurkure Burger,,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Butter Garlic Bread [5 Pieces],Garlic Breads,₹170
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Butter Garlic Bread [5 Pieces],,₹170
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Cheese Garlic Bread [5 Pieces],,₹180
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mushroom Garlic Bread [5 Pieces],,₹190
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Stuffed Garlic Bread [5 Pieces],,₹200
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Spring Roll,Snacks,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Spring Roll,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Spring Roll,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Spring Roll,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Paneer Spring Roll,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",French Fries,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Peri Peri Fries,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Fries,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Onion Rings,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Cheese Ball [8 Pieces],,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Pav Bhaji [2 Pav],,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Tornado,Tornado,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Tornado,South Korean dish made of crispy potato.,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Masala Tornado,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Tornado,South Korean dish made of crispy potato.,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Tornado,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Tornado,South Korean dish made of crispy potato.,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Tornado,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Special Tornado,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Butter Maggi,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Vegetable Maggi,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Sweet Corn Special Maggi,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Maggi,,₹145
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Mac Cheese Maggi,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Steamed Veg Momos,Vegetable steamed momos are savory dumplings filled with a vibrant mixed of chopped ... read more,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Steamed Veg Momos,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Fried Veg Momos,Fried momos are crispy dumplings filled with savory veggies like cabbage and carrots. ... read more,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Fried Veg Momos,,₹115
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Veg Momos,Kurkure momos are veggies momos with a twist deep fried and coated in ... read more,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Veg Momos,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Kurkure Cheese Momos,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Dim Momos,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Schezwan Momos,,₹120
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Dim Sim Momos,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Afghani Malai Momos,,₹160
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Creamy Momos,,₹135
Pandit Ji Ki Rasoi Fast Food Junction,-,₹100 for one,"Fast Food, Momos, Chinese",Paneer Cheese Momos,,₹145
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Roll Cakes,Detect current location,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Roll Cakes,Order Online/,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Classic Fudge Roll Cake Slice,This ice cream roll cake is a classic combination of vanilla ice cream ... read more,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Classic Fudge Roll Cake Slice,,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Classic Fudge Roll Cake,This ice cream roll cake is a classic combination of vanilla ice cream ... read more,₹846.61
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Classic Fudge Roll Cake,,₹846.61
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Bavarian Knight Roll Cake Slice,Bavarian Chocolate ice cream wrapped in chocolate sponge & covered with chocolate fudge ... read more,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Bavarian Knight Roll Cake Slice,,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Bavarian Knight Roll Cake,Bavarian Chocolate ice cream wrapped in chocolate sponge & covered with chocolate fudge ... read more,₹846.61
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Bavarian Knight Roll Cake,,₹846.61
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Red Velvet Roll Cake Slice,Red Velvet ice cream wrapped in red velvet marble cake & white chocolate ... read more,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Red Velvet Roll Cake Slice,,₹135
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Red Velvet Roll Cake,Red Velvet ice cream wrapped in red velvet marble cake & white chocolate ... read more,₹846.61
Gourmet Ice Cream Cakes By Baskin Robbins,-,₹100 for one,"Ice Cream, Bakery",Red Velvet Roll Cake,,₹846.61
Hitchki,4.0,₹400 for one,North Indian,Sizzlers,Detect current location,₹399
Hitchki,4.0,₹400 for one,North Indian,Sizzlers,Order Online/,₹399
Hitchki,4.0,₹400 for one,North Indian,Oriental Veg Sizzler,Chilli Paneer+Manchurian Dry+Spring Roll+Noodles/Fried Rice,₹399
Hitchki,4.0,₹400 for one,North Indian,Oriental Veg Sizzler,,₹399
Hitchki,4.0,₹400 for one,North Indian,Oriental Non Veg Sizzler,Chilli Chicken+Hot Garlic Wing+Lemon Fish+Noodles/Fried Rice,₹550
Hitchki,4.0,₹400 for one,North Indian,Oriental Non Veg Sizzler,,₹550
Hitchki,4.0,₹400 for one,North Indian,Chicken Red Thai Curry with Jasmine Rice [700 ml],"Slice chicken, red Thai curry paste and coconut milk.",₹430
Hitchki,4.0,₹400 for one,North Indian,Chicken Red Thai Curry with Jasmine Rice [700 ml],,₹430
Hitchki,4.0,₹400 for one,North Indian,Cream Broccoli Soup,Soups,₹145
Hitchki,4.0,₹400 for one,North Indian,Cream Broccoli Soup,,₹145
Hitchki,4.0,₹400 for one,North Indian,Cream of Mushroom Fresh Rosemarry Soup,,₹145
Hitchki,4.0,₹400 for one,North Indian,Cream of Tomato Soup,,₹145
Hitchki,4.0,₹400 for one,North Indian,Veg Thupka,,₹135
Hitchki,4.0,₹400 for one,North Indian,Sweet Corn Soup,,₹125
Hitchki,4.0,₹400 for one,North Indian,Manchow Soup,,₹120
Hitchki,4.0,₹400 for one,North Indian,Hot N Sour Soup,,₹125
Hitchki,4.0,₹400 for one,North Indian,Lemon Coriander Soup,,₹130
Hitchki,4.0,₹400 for one,North Indian,Dal Shorba,,₹135
Hitchki,4.0,₹400 for one,North Indian,Murgh Dhaniya Adraki Soup,,₹140
Hitchki,4.0,₹400 for one,North Indian,Mutton Nalli Shorba,,₹160
Hitchki,4.0,₹400 for one,North Indian,Broccoli and Cheese Salad,Salads,₹285
Hitchki,4.0,₹400 for one,North Indian,Broccoli and Cheese Salad,"Broccoli florist, cottage cheese, toss with lemon vinegar dressing.",₹285
Hitchki,4.0,₹400 for one,North Indian,Broccoli and Cheese Salad,,₹285
Hitchki,4.0,₹400 for one,North Indian,Greek Salad,"Crunchy salad, pieces of tomatos, cucumbers, onions, feta cheese, olives and dressed with ... read more",₹255
Hitchki,4.0,₹400 for one,North Indian,Greek Salad,,₹255
Hitchki,4.0,₹400 for one,North Indian,Green Salad,"Fresh cucumber, raddish, carrot, tomato, onion.",₹120
Hitchki,4.0,₹400 for one,North Indian,Green Salad,,₹120
Hitchki,4.0,₹400 for one,North Indian,Chicken Tikka Salad,Roasted chicken tikka mixing with house dressing and Parmesan cheese.,₹289
Hitchki,4.0,₹400 for one,North Indian,Chicken Tikka Salad,,₹289
Hitchki,4.0,₹400 for one,North Indian,Chicken Caesar Salad,Mix ice berg a Romain lettuce tossed with house dressing and Parmesen cheese.,₹245
Hitchki,4.0,₹400 for one,North Indian,Chicken Caesar Salad,,₹245
Hitchki,4.0,₹400 for one,North Indian,Pan Fried Asian Chilli Paneer [750 ml],Oriental Veg Appetizers,₹330
Hitchki,4.0,₹400 for one,North Indian,Pan Fried Asian Chilli Paneer [750 ml],"It is simply flour or batter coated fried paneer cubes tossed in spice, ... read more",₹330
Hitchki,4.0,₹400 for one,North Indian,Pan Fried Asian Chilli Paneer [750 ml],,₹330
Hitchki,4.0,₹400 for one,North Indian,Crispy Chilli Mushroom [750 ml],Chilli mushroom is an Indo Chinese appetizer where crisp batter fried mushroom are ... read more,₹325
Hitchki,4.0,₹400 for one,North Indian,Crispy Chilli Mushroom [750 ml],,₹325
Hitchki,4.0,₹400 for one,North Indian,Wok Toasted Manchurian Dry [750 ml],This is a Indo Chinese dish where fried vegetables balls are coated with ... read more,₹310
Hitchki,4.0,₹400 for one,North Indian,Wok Toasted Manchurian Dry [750 ml],,₹310
Hitchki,4.0,₹400 for one,North Indian,Wok Tossed Veg Salt & Pepper [750 ml],"Exotic vegetable tossed in wok spice salt, pepper and sauce.",₹305
Hitchki,4.0,₹400 for one,North Indian,Wok Tossed Veg Salt & Pepper [750 ml],,₹305
Hitchki,4.0,₹400 for one,North Indian,Exotic Vegetable in Oyster Sauce [750 ml],[Veg preparation] Crispy vegetable tossed with oyster sauce.,₹310
Hitchki,4.0,₹400 for one,North Indian,Exotic Vegetable in Oyster Sauce [750 ml],,₹310
Hitchki,4.0,₹400 for one,North Indian,Honey Chilli Potato [750 ml],Crispy potato tossed with honey chilli sauce.,₹289
Hitchki,4.0,₹400 for one,North Indian,Honey Chilli Potato [750 ml],,₹289
Hitchki,4.0,₹400 for one,North Indian,Dragon Paneer [750 ml],Crispy paneer tossed with very hot chilli sauce..,₹330
Hitchki,4.0,₹400 for one,North Indian,Dragon Paneer [750 ml],,₹330
Hitchki,4.0,₹400 for one,North Indian,Chilli Chicken Dry [750 ml],Orientel Non Veg Appetizers,₹365
Hitchki,4.0,₹400 for one,North Indian,Chilli Chicken Dry [750 ml],Authentic chicken preparation in hot chilli sauce.,₹365
Hitchki,4.0,₹400 for one,North Indian,Chilli Chicken Dry [750 ml],,₹365
Hitchki,4.0,₹400 for one,North Indian,Chicken Manchurian [750 ml],"Crispy coated boneless chicken pieces served in a spicy, tangy brown and red ... read more",₹355
Hitchki,4.0,₹400 for one,North Indian,Chicken Manchurian [750 ml],,₹355
Hitchki,4.0,₹400 for one,North Indian,Kung Pao Chicken [750 ml],"Made with cubes of chicken, peanuts, cashew, vegetable and chilli peppers.",₹375
Hitchki,4.0,₹400 for one,North Indian,Kung Pao Chicken [750 ml],,₹375
Hitchki,4.0,₹400 for one,North Indian,Crispy Ginger Chicken [750 ml],Batter fried chicken tossed with ginder sauce.,₹385
Hitchki,4.0,₹400 for one,North Indian,Crispy Ginger Chicken [750 ml],,₹385
Hitchki,4.0,₹400 for one,North Indian,Drums of Heaven [750 ml],Drums of heaven is crispy fried lollipop tossed in a sweet and spice ... read more,₹389
Hitchki,4.0,₹400 for one,North Indian,Drums of Heaven [750 ml],,₹389
Hitchki,4.0,₹400 for one,North Indian,Prawns Tossed with Hot Garlic Sauce [750 ml],Prawns stir fried tossed with hot garlic sauce.,₹699
Hitchki,4.0,₹400 for one,North Indian,Prawns Tossed with Hot Garlic Sauce [750 ml],,₹699
Hitchki,4.0,₹400 for one,North Indian,Lemon Chilli Fish [750 ml],Batter fried fish tossed with lemon chilli sauce.,₹430
Hitchki,4.0,₹400 for one,North Indian,Lemon Chilli Fish [750 ml],,₹430
Hitchki,4.0,₹400 for one,North Indian,Chicken Tender [8 Pieces],Appetizers,₹335
Hitchki,4.0,₹400 for one,North Indian,Chicken Tender [8 Pieces],Crispy chicken tender dip fry serve with honey mustard spice sauce.,₹335
Hitchki,4.0,₹400 for one,North Indian,Chicken Tender [8 Pieces],,₹335
Hitchki,4.0,₹400 for one,North Indian,Jingalala Garlic Butter Prawns [6 Pieces],Wok tossed.,₹610
Hitchki,4.0,₹400 for one,North Indian,Jingalala Garlic Butter Prawns [6 Pieces],,₹610
Hitchki,4.0,₹400 for one,North Indian,Hot Wings [10 Pieces],Marinated baked wing served with bbq sauce.,₹310
Hitchki,4.0,₹400 for one,North Indian,Hot Wings [10 Pieces],,₹310
Hitchki,4.0,₹400 for one,North Indian,Chaap Tawa Roast [8 Pieces],Tandoori Veg Appetizers,₹310
Hitchki,4.0,₹400 for one,North Indian,Chaap Tawa Roast [8 Pieces],"Soya chunks marinated with tomato, onion masala and roast on tawa.",₹310
