restaurant_name,rating,price_for_one,cuisine,item_name,description,price
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Veg Crispy Tandoori Momos [8 Pieces],Veg crispy momo made in tandoor.,₹150
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Veg Crispy Tandoori Momos [8 Pieces],,₹150
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Momos 65 [6 Pieces],Momos made with spicy gravy and tossed vegetables.,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Momos 65 [6 Pieces],,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Veg Afghani Momos [8 Pieces],,₹150
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Momos [8 Pieces],,₹180
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Tandoori Momos [8 Pieces],Chicken crispy/tangy tandoori momos.,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Tandoori Momos [8 Pieces],,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese","Chicken Steamed Momos [8 Pieces, Serves 1]",Chicken steamed momos.,₹180
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese","Chicken Steamed Momos [8 Pieces, Serves 1]",,₹180
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Fried Momos [8 Pieces],,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Aloo Wrap,Wrap made with aloo stuffing.,₹100
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Aloo Wrap,,₹100
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chilli Paneer Wrap [Serves 1],Wrap filled with chilli paneer.,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chilli Paneer Wrap [Serves 1],,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mushroom Wrap [Serves 1],Wrap stuffed with mushroom and spices.,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mushroom Wrap [Serves 1],,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Paneer Wrap,Wrap stuffed with paneer filling.,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Paneer Wrap,,₹140
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Egg Bhurji Wrap,Wrap stuffed with paneer bhuji.,₹120
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Egg Bhurji Wrap,,₹120
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chilli Chicken Wrap [Serves 1],Wrap stuffed with chilli chicken.,₹150
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chilli Chicken Wrap [Serves 1],,₹150
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Seekh Rumali Roti Roll,Chicken Seekh Roll (in rumali roti),₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Seekh Rumali Roti Roll,,₹200
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mutton Seekh Rumali Roti Roll,Mutton Seekh Roll (in rumali roti),₹210
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mutton Seekh Rumali Roti Roll,,₹210
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Roasted Dry Papad,Papad roasted in tandoor heat.,₹30
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Roasted Dry Papad,,₹30
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Roasted Masala Papad [Serves 1],Roasted crispy masala papad.,₹40
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Roasted Masala Papad [Serves 1],,₹40
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Dahi,Dahi or Curd is a traditional yogurt or fermented milk product,₹60
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Dahi,,₹60
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Boondi Raita,Raita made with boondi and masala.,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Boondi Raita,,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Aloo Raita,"Raita made with curd, potato and masala.",₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Aloo Raita,,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mix Raita,Raita made with mix of spices and vegetables.,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Mix Raita,,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Pineapple Raita,Sweet pineapple raita.,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Pineapple Raita,,₹80
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Onion Chilli,,₹20
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Dry Papad,Roasted papad,₹25
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Dry Papad,,₹25
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Masala Papad,Roasted masala papad,₹35
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Masala Papad,,₹35
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Tikka [Full],Non Veg Mains,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Tikka [Full],Chicken tikka is a chicken dish prepared by roasting chicken marinated in yoghurt ... read more,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Tikka [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Malai Tikka [Full],Chicken tikka is a chicken dish prepared by roasting chicken marinated in yoghurt ... read more,₹800
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Malai Tikka [Full],,₹800
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Achari Tikka [Full],"Chicken marinated in yogurt, ginger garlic and other spices and cooked in oven ... read more",₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Achari Tikka [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Hariyali Tikka [Full],Chicken tikka is a chicken dish prepared by roasting chicken marinated in yoghurt ... read more,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Hariyali Tikka [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Lemon Tikka [Full],"Chicken marinated in yogurt, ginger garlic and other spices and cooked in oven ... read more",₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Lemon Tikka [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Do Pyaaza [Full],Chicken do pyaaza is brown gravy flavoured with Indian spices and lots of ... read more,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Do Pyaaza [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Lababdar [Full],"Chicken lababdar is a popular chicken gravy made using tomato, onion based gravy ... read more",₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Lababdar [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Changezi [Full],"Chicken changezi is a rich, mild, creamy gravy based curry specially prepared with ... read more",₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Chicken Changezi [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Tawa Chicken [Full],Tawa chicken is a dish of chunks of roasted marinated chicken in a ... read more,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Tawa Chicken [Full],,₹700
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Handi Dal [Full],Veg Mains,₹250
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Handi Dal [Full],,₹250
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Handi Paneer [Full],,₹299
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Paneer Tikka Masala [Full],Paneer tikka masala is an Indian dish of marinated paneer cheese. Served in ... read more,₹299
Punjabi Dhaba - P.D,4.1,₹400 for one,"North Indian, Afghan, Chinese",Paneer Tikka Masala [Full],,₹299
Ashish Restro,4.2,₹100 for one,North Indian,Breakfast,Detect current location,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Breakfast,Order Online/,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Aloo Paratha,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Paneer Paratha,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Mooli Paratha,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Onion Paratha,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Gobi Paratha,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Mixed Paratha,,₹50
Ashish Restro,4.2,₹100 for one,North Indian,Plain Paratha,,₹30
Ashish Restro,4.2,₹100 for one,North Indian,Maggi,,₹45
Ashish Restro,4.2,₹100 for one,North Indian,Rajma Chawal,Combos,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Rajma Chawal,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Chole Chawal,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Yellow Dal Chawal,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Normal Thali,Thali,₹130
Ashish Restro,4.2,₹100 for one,North Indian,Normal Thali,Chole/Rajma/Dal+Sabji+Rice+5 Tawa Roti+Salad,₹130
Ashish Restro,4.2,₹100 for one,North Indian,Normal Thali,,₹130
Ashish Restro,4.2,₹100 for one,North Indian,Dal Makhani,,₹85
Ashish Restro,4.2,₹100 for one,North Indian,Matar Paneer,,₹95
Ashish Restro,4.2,₹100 for one,North Indian,Paneer Butter Masala,,₹95
Ashish Restro,4.2,₹100 for one,North Indian,Kadai Paneer,,₹95
Ashish Restro,4.2,₹100 for one,North Indian,Paneer Do Pyaza,,₹95
Ashish Restro,4.2,₹100 for one,North Indian,Dal Fry,,₹75
Ashish Restro,4.2,₹100 for one,North Indian,Chole,,₹70
Ashish Restro,4.2,₹100 for one,North Indian,Rajma,,₹70
Ashish Restro,4.2,₹100 for one,North Indian,Aloo Shimla Mirch,,₹75
Ashish Restro,4.2,₹100 for one,North Indian,Aloo Gobi,,₹75
Ashish Restro,4.2,₹100 for one,North Indian,Aloo Jeera,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Tawa Roti,,₹7
Ashish Restro,4.2,₹100 for one,North Indian,Butter Tawa Roti,,₹8
Ashish Restro,4.2,₹100 for one,North Indian,Steamed Rice,,₹45
Ashish Restro,4.2,₹100 for one,North Indian,Peas Pulao,,₹65
Ashish Restro,4.2,₹100 for one,North Indian,Jeera Rice,,₹55
Ashish Restro,4.2,₹100 for one,North Indian,Onion Fried Rice,,₹60
Ashish Restro,4.2,₹100 for one,North Indian,Kheera Raita,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Boondi Raita,,₹40
Ashish Restro,4.2,₹100 for one,North Indian,Dahi,,₹25
Al Zaika Chicken Biryani Corner,2.2,₹300 for one,Biryani,Chicken Biryani Muradabadi,Detect current location,₹70
Al Zaika Chicken Biryani Corner,2.2,₹300 for one,Biryani,Chicken Biryani Muradabadi,Order Online/,₹70
Al Zaika Chicken Biryani Corner,2.2,₹300 for one,Biryani,Chicken Biryani Muradabadi,,₹70
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Starters,Detect current location,₹110
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Starters,Order Online/,₹110
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steamed Black Masala Breast,,₹110
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steamed Red Masala Thai,,₹90
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steamed Black Masala Thai,,₹110
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steen Red Masala Leg,,₹90
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steamed Black Masala Leg,,₹110
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Red Masala Full Portion Leg,,₹180
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Black Masala Full Portion Leg,,₹200
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Steamed Masala Kaleji,,₹50
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Chicken Breast Steamed Red Masala,,₹100
Sardar Ji Fresh Chicken,4.0,₹100 for one,"North Indian, Chinese",Chicken Momos [6 Pieces],,₹90
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Appetizers Veg,Detect current location,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Appetizers Veg,Order Online/,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Achari Paneer Tikka,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Crispy Corn,,₹279
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Dahi Ke Sholey,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Haryali Chaap,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Haryali Paneer Tikka,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Malai Chaap,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Malai Paneer Tikka,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Tikka,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Punjabi Masala Chaap,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Stuffed Mushroom Tikka,,₹329
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Achari Chicken Tikka,,₹369
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Achari Fish Tikka,,₹389
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Angeethi,,₹369
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Tandoori,,₹349
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Tikka,,₹349
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Haryali Chicken Tikka,,₹369
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Lemon Chicken Indian,,₹249
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Murgh Malai Tikka,,₹369
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mutton Seekh Kebab,,₹389
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Stuffed Tangdi Kebab,,₹389
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chana Masala,,₹279
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Dal Makhani,,₹270
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Kadhai Paneer,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Malai Kofta,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mattar Mushroom Masala,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mix Veg,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Butter Masala,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Lababdar,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Methi Mirch Masala,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Pasanda,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Paneer Tikka Masala,,₹319
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Rajma Masala,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Yellow Dal Tadka,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Butter Chicken [Boneless Chicken],,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Kalimirch,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Korma,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Lababdar,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Rara,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Tikka Masala [Boneless Chicken],,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Kadhai Chicken,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mutton Keema Hari Mirch,,₹450
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mutton Rara,,₹450
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mutton Roghan Josh,,₹450
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Palak Chicken,,₹399
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Jeera Rice,,₹219
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Mattar Pulao,,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Steam Rice,,₹199
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Veg Pulao,,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Butter Kulcha,,₹70
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Butter Naan,,₹90
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Butter Tandoori Roti,,₹30
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Garlic Naan,,₹90
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Lachha Paratha,,₹50
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Missi Roti,,₹50
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Onion Paneer Stuffed Paratha,,₹99
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Plain Naan,,₹70
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Stuffed Kulcha,,₹90
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Stuffed Naan,,₹90
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Tandoori Roti,,₹30
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Boondi Raita,,₹149
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Pineapple Raita,,₹159
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Plain Curd,,₹100
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Veg Raita,,₹159
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Bbq Grilled Chicken Salad,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Caesar Salad,Lettuce & garlic croutonstossed in creamy dressing.,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Caesar Salad,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Coleslaw Egg Salad,Creamy coleslaw with Boiled eggs.,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Coleslaw Egg Salad,,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Cottage Cheese Salad,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Fresh Fruit With Honey N Lime,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Greek Salad,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Kimchi Salad Bowl,,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Olives And Pepper Salad,Olives & Bellpepper tossed in salad dressing.,₹269
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Olives And Pepper Salad,,₹269
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Pasta Salad,,₹250
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Spring Roll [Online],,₹249
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Chicken Teriyaki,,₹249
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Crisp Chicken Wings In Hot Sauce,,₹299
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Honey Chilli Cauliflower,,₹229
Sandrosso By Coffee Roasters,4.0,₹400 for one,"Cafe, Coffee, Sandwich, Asian, Italian, Desserts, Shake, Beverages",Kung Pao Chicken,,₹269
